model,match_id,match,is_wc,outcome,action,model_p,implied,diff,hit,pnl
M1 Poisson+DC,26JUN12USAPAR,USA vs Paraguay,True,away,BUY,0.34,0.2353,0.1047,0.0,-0.2353
M2 NegBin+DC,26JUN12USAPAR,USA vs Paraguay,True,home,SELL,0.3952,0.4706,-0.0754,1.0,-0.5294
M2 NegBin+DC,26JUN12USAPAR,USA vs Paraguay,True,draw,SELL,0.2649,0.2941,-0.0292,0.0,0.2941
M2 NegBin+DC,26JUN12USAPAR,USA vs Paraguay,True,away,BUY,0.34,0.2353,0.1047,0.0,-0.2353
M3 NegBin+Frank,26JUN12USAPAR,USA vs Paraguay,True,home,SELL,0.3967,0.4706,-0.0739,1.0,-0.5294
M3 NegBin+Frank,26JUN12USAPAR,USA vs Paraguay,True,draw,SELL,0.2655,0.2941,-0.0287,0.0,0.2941
M3 NegBin+Frank,26JUN12USAPAR,USA vs Paraguay,True,away,BUY,0.3379,0.2353,0.1026,0.0,-0.2353
M5 NegBin+Frank (calib 1X2+O/U),26JUN12USAPAR,USA vs Paraguay,True,home,BUY,0.5602,0.4706,0.0896,1.0,0.5294
M5 NegBin+Frank (calib 1X2+O/U),26JUN12USAPAR,USA vs Paraguay,True,draw,SELL,0.1926,0.2941,-0.1015,0.0,0.2941
M1 Poisson+DC,26JUN13QATSUI,Qatar vs Switzerland,True,home,SELL,0.0171,0.0594,-0.0423,0.0,0.0594
M1 Poisson+DC,26JUN13QATSUI,Qatar vs Switzerland,True,draw,SELL,0.0598,0.1386,-0.0788,1.0,-0.8614
M1 Poisson+DC,26JUN13QATSUI,Qatar vs Switzerland,True,away,BUY,0.9231,0.802,0.1211,0.0,-0.802
M2 NegBin+DC,26JUN13QATSUI,Qatar vs Switzerland,True,home,SELL,0.0177,0.0594,-0.0417,0.0,0.0594
M2 NegBin+DC,26JUN13QATSUI,Qatar vs Switzerland,True,draw,SELL,0.0614,0.1386,-0.0772,1.0,-0.8614
M2 NegBin+DC,26JUN13QATSUI,Qatar vs Switzerland,True,away,BUY,0.9209,0.802,0.1189,0.0,-0.802
M3 NegBin+Frank,26JUN13QATSUI,Qatar vs Switzerland,True,home,SELL,0.0158,0.0594,-0.0436,0.0,0.0594
M3 NegBin+Frank,26JUN13QATSUI,Qatar vs Switzerland,True,draw,SELL,0.0537,0.1386,-0.0849,1.0,-0.8614
M3 NegBin+Frank,26JUN13QATSUI,Qatar vs Switzerland,True,away,BUY,0.9305,0.802,0.1285,0.0,-0.802
M5 NegBin+Frank (calib 1X2+O/U),26JUN13QATSUI,Qatar vs Switzerland,True,home,SELL,0.0233,0.0594,-0.0361,0.0,0.0594
M5 NegBin+Frank (calib 1X2+O/U),26JUN13QATSUI,Qatar vs Switzerland,True,draw,BUY,0.3244,0.1386,0.1858,1.0,0.8614
M5 NegBin+Frank (calib 1X2+O/U),26JUN13QATSUI,Qatar vs Switzerland,True,away,SELL,0.6523,0.802,-0.1497,0.0,0.802
M1 Poisson+DC,26JUN13BRAMAR,Brazil vs Morocco,True,home,SELL,0.2944,0.5769,-0.2825,0.0,0.5769
M1 Poisson+DC,26JUN13BRAMAR,Brazil vs Morocco,True,draw,BUY,0.3413,0.25,0.0913,1.0,0.75
M1 Poisson+DC,26JUN13BRAMAR,Brazil vs Morocco,True,away,BUY,0.3642,0.1731,0.1912,0.0,-0.1731
M2 NegBin+DC,26JUN13BRAMAR,Brazil vs Morocco,True,home,SELL,0.2946,0.5769,-0.2823,0.0,0.5769
M2 NegBin+DC,26JUN13BRAMAR,Brazil vs Morocco,True,draw,BUY,0.3412,0.25,0.0912,1.0,0.75
M2 NegBin+DC,26JUN13BRAMAR,Brazil vs Morocco,True,away,BUY,0.3642,0.1731,0.1911,0.0,-0.1731
M3 NegBin+Frank,26JUN13BRAMAR,Brazil vs Morocco,True,home,SELL,0.2845,0.5769,-0.2924,0.0,0.5769
M3 NegBin+Frank,26JUN13BRAMAR,Brazil vs Morocco,True,draw,BUY,0.3484,0.25,0.0984,1.0,0.75
M3 NegBin+Frank,26JUN13BRAMAR,Brazil vs Morocco,True,away,BUY,0.3671,0.1731,0.194,0.0,-0.1731
M5 NegBin+Frank (calib 1X2+O/U),26JUN13BRAMAR,Brazil vs Morocco,True,draw,BUY,0.2755,0.25,0.0255,1.0,0.75
M5 NegBin+Frank (calib 1X2+O/U),26JUN13BRAMAR,Brazil vs Morocco,True,away,SELL,0.1406,0.1731,-0.0325,0.0,0.1731
M1 Poisson+DC,26JUN13HTISCO,Haiti vs Scotland,True,home,SELL,0.1301,0.1569,-0.0267,0.0,0.1569
M2 NegBin+DC,26JUN13HTISCO,Haiti vs Scotland,True,home,SELL,0.1311,0.1569,-0.0257,0.0,0.1569
M3 NegBin+Frank,26JUN13HTISCO,Haiti vs Scotland,True,home,SELL,0.1226,0.1569,-0.0342,0.0,0.1569
M3 NegBin+Frank,26JUN13HTISCO,Haiti vs Scotland,True,away,BUY,0.6667,0.6275,0.0393,1.0,0.3725
M5 NegBin+Frank (calib 1X2+O/U),26JUN13HTISCO,Haiti vs Scotland,True,home,SELL,0.0817,0.1569,-0.0752,0.0,0.1569
M5 NegBin+Frank (calib 1X2+O/U),26JUN13HTISCO,Haiti vs Scotland,True,draw,BUY,0.4065,0.2157,0.1908,0.0,-0.2157
M5 NegBin+Frank (calib 1X2+O/U),26JUN13HTISCO,Haiti vs Scotland,True,away,SELL,0.5118,0.6275,-0.1156,1.0,-0.3725
M1 Poisson+DC,26JUN14AUSTUR,Australia vs Turkiye,True,home,SELL,0.3649,0.46,-0.0951,1.0,-0.54
M1 Poisson+DC,26JUN14AUSTUR,Australia vs Turkiye,True,away,BUY,0.3213,0.22,0.1013,0.0,-0.22
M2 NegBin+DC,26JUN14AUSTUR,Australia vs Turkiye,True,home,SELL,0.3651,0.46,-0.0949,1.0,-0.54
M2 NegBin+DC,26JUN14AUSTUR,Australia vs Turkiye,True,away,BUY,0.321,0.22,0.101,0.0,-0.22
M3 NegBin+Frank,26JUN14AUSTUR,Australia vs Turkiye,True,home,SELL,0.3622,0.46,-0.0978,1.0,-0.54
M3 NegBin+Frank,26JUN14AUSTUR,Australia vs Turkiye,True,away,BUY,0.3244,0.22,0.1044,0.0,-0.22
M1 Poisson+DC,26JUN14GERCUW,Germany vs Curacao,True,home,BUY,0.9523,0.9216,0.0308,1.0,0.0784
M2 NegBin+DC,26JUN14GERCUW,Germany vs Curacao,True,home,BUY,0.9501,0.9216,0.0286,1.0,0.0784
M3 NegBin+Frank,26JUN14GERCUW,Germany vs Curacao,True,home,BUY,0.9547,0.9216,0.0331,1.0,0.0784
M4 NegBin+Frank (calib 1X2),26JUN14GERCUW,Germany vs Curacao,True,home,BUY,0.9744,0.9216,0.0528,1.0,0.0784
M4 NegBin+Frank (calib 1X2),26JUN14GERCUW,Germany vs Curacao,True,draw,SELL,0.0164,0.049,-0.0327,0.0,0.049
M4 NegBin+Frank (calib 1X2),26JUN14GERCUW,Germany vs Curacao,True,away,SELL,0.0093,0.0294,-0.0201,0.0,0.0294
M5 NegBin+Frank (calib 1X2+O/U),26JUN14GERCUW,Germany vs Curacao,True,home,BUY,0.9547,0.9216,0.0331,1.0,0.0784
M1 Poisson+DC,26JUN14NEDJPN,Netherlands vs Japan,True,home,SELL,0.2769,0.4608,-0.1839,0.0,0.4608
M1 Poisson+DC,26JUN14NEDJPN,Netherlands vs Japan,True,draw,BUY,0.3365,0.2745,0.062,1.0,0.7255
M1 Poisson+DC,26JUN14NEDJPN,Netherlands vs Japan,True,away,BUY,0.3866,0.2647,0.1219,0.0,-0.2647
M2 NegBin+DC,26JUN14NEDJPN,Netherlands vs Japan,True,home,SELL,0.2764,0.4608,-0.1844,0.0,0.4608
M2 NegBin+DC,26JUN14NEDJPN,Netherlands vs Japan,True,draw,BUY,0.3365,0.2745,0.062,1.0,0.7255
M2 NegBin+DC,26JUN14NEDJPN,Netherlands vs Japan,True,away,BUY,0.3871,0.2647,0.1224,0.0,-0.2647
M3 NegBin+Frank,26JUN14NEDJPN,Netherlands vs Japan,True,home,SELL,0.2753,0.4608,-0.1855,0.0,0.4608
M3 NegBin+Frank,26JUN14NEDJPN,Netherlands vs Japan,True,draw,BUY,0.3353,0.2745,0.0608,1.0,0.7255
M3 NegBin+Frank,26JUN14NEDJPN,Netherlands vs Japan,True,away,BUY,0.3894,0.2647,0.1247,0.0,-0.2647
M5 NegBin+Frank (calib 1X2+O/U),26JUN14NEDJPN,Netherlands vs Japan,True,home,BUY,0.5318,0.4608,0.071,0.0,-0.4608
M5 NegBin+Frank (calib 1X2+O/U),26JUN14NEDJPN,Netherlands vs Japan,True,draw,SELL,0.1997,0.2745,-0.0748,1.0,-0.7255
M1 Poisson+DC,26JUN14CIVECU,Ivory Coast vs Ecuador,True,home,SELL,0.218,0.2843,-0.0663,1.0,-0.7157
M1 Poisson+DC,26JUN14CIVECU,Ivory Coast vs Ecuador,True,draw,BUY,0.4529,0.3333,0.1195,0.0,-0.3333
M1 Poisson+DC,26JUN14CIVECU,Ivory Coast vs Ecuador,True,away,SELL,0.3291,0.3824,-0.0532,0.0,0.3824
M2 NegBin+DC,26JUN14CIVECU,Ivory Coast vs Ecuador,True,home,SELL,0.2185,0.2843,-0.0658,1.0,-0.7157
M2 NegBin+DC,26JUN14CIVECU,Ivory Coast vs Ecuador,True,draw,BUY,0.453,0.3333,0.1197,0.0,-0.3333
M2 NegBin+DC,26JUN14CIVECU,Ivory Coast vs Ecuador,True,away,SELL,0.3285,0.3824,-0.0538,0.0,0.3824
M3 NegBin+Frank,26JUN14CIVECU,Ivory Coast vs Ecuador,True,home,SELL,0.2109,0.2843,-0.0734,1.0,-0.7157
M3 NegBin+Frank,26JUN14CIVECU,Ivory Coast vs Ecuador,True,draw,BUY,0.4732,0.3333,0.1398,0.0,-0.3333
M3 NegBin+Frank,26JUN14CIVECU,Ivory Coast vs Ecuador,True,away,SELL,0.3159,0.3824,-0.0664,0.0,0.3824
M5 NegBin+Frank (calib 1X2+O/U),26JUN14CIVECU,Ivory Coast vs Ecuador,True,home,SELL,0.2172,0.2843,-0.0672,1.0,-0.7157
M5 NegBin+Frank (calib 1X2+O/U),26JUN14CIVECU,Ivory Coast vs Ecuador,True,draw,BUY,0.4673,0.3333,0.1339,0.0,-0.3333
M5 NegBin+Frank (calib 1X2+O/U),26JUN14CIVECU,Ivory Coast vs Ecuador,True,away,SELL,0.3156,0.3824,-0.0668,0.0,0.3824
M1 Poisson+DC,26JUN14SWETUN,Sweden vs Tunisia,True,home,SELL,0.61,0.7451,-0.1351,1.0,-0.2549
M1 Poisson+DC,26JUN14SWETUN,Sweden vs Tunisia,True,away,BUY,0.1754,0.0588,0.1166,0.0,-0.0588
M2 NegBin+DC,26JUN14SWETUN,Sweden vs Tunisia,True,home,SELL,0.6082,0.7451,-0.1369,1.0,-0.2549
M2 NegBin+DC,26JUN14SWETUN,Sweden vs Tunisia,True,away,BUY,0.1768,0.0588,0.118,0.0,-0.0588
M3 NegBin+Frank,26JUN14SWETUN,Sweden vs Tunisia,True,home,SELL,0.6197,0.7451,-0.1254,1.0,-0.2549
M3 NegBin+Frank,26JUN14SWETUN,Sweden vs Tunisia,True,away,BUY,0.1712,0.0588,0.1123,0.0,-0.0588
M5 NegBin+Frank (calib 1X2+O/U),26JUN14SWETUN,Sweden vs Tunisia,True,home,SELL,0.6197,0.7451,-0.1254,1.0,-0.2549
M5 NegBin+Frank (calib 1X2+O/U),26JUN14SWETUN,Sweden vs Tunisia,True,away,BUY,0.1712,0.0588,0.1123,0.0,-0.0588
M1 Poisson+DC,26JUN15ESPCPV,Spain vs Cape Verde,True,draw,BUY,0.0821,0.0588,0.0233,1.0,0.9412
M2 NegBin+DC,26JUN15ESPCPV,Spain vs Cape Verde,True,draw,BUY,0.0836,0.0588,0.0248,1.0,0.9412
M4 NegBin+Frank (calib 1X2),26JUN15ESPCPV,Spain vs Cape Verde,True,home,BUY,0.9495,0.9118,0.0377,0.0,-0.9118
M4 NegBin+Frank (calib 1X2),26JUN15ESPCPV,Spain vs Cape Verde,True,draw,SELL,0.0334,0.0588,-0.0254,1.0,-0.9412
M5 NegBin+Frank (calib 1X2+O/U),26JUN15ESPCPV,Spain vs Cape Verde,True,home,SELL,0.416,0.9118,-0.4958,0.0,0.9118
M5 NegBin+Frank (calib 1X2+O/U),26JUN15ESPCPV,Spain vs Cape Verde,True,draw,BUY,0.5739,0.0588,0.515,1.0,0.9412
M1 Poisson+DC,26JUN15BELEGY,Belgium vs Egypt,True,home,SELL,0.5333,0.6117,-0.0783,0.0,0.6117
M1 Poisson+DC,26JUN15BELEGY,Belgium vs Egypt,True,draw,BUY,0.2971,0.233,0.0641,1.0,0.767
M2 NegBin+DC,26JUN15BELEGY,Belgium vs Egypt,True,home,SELL,0.5321,0.6117,-0.0796,0.0,0.6117
M2 NegBin+DC,26JUN15BELEGY,Belgium vs Egypt,True,draw,BUY,0.2975,0.233,0.0645,1.0,0.767
M3 NegBin+Frank,26JUN15BELEGY,Belgium vs Egypt,True,home,SELL,0.5427,0.6117,-0.0689,0.0,0.6117
M3 NegBin+Frank,26JUN15BELEGY,Belgium vs Egypt,True,draw,BUY,0.2974,0.233,0.0644,1.0,0.767
M5 NegBin+Frank (calib 1X2+O/U),26JUN15BELEGY,Belgium vs Egypt,True,draw,BUY,0.2815,0.233,0.0485,1.0,0.767
M5 NegBin+Frank (calib 1X2+O/U),26JUN15BELEGY,Belgium vs Egypt,True,away,SELL,0.1125,0.1553,-0.0429,0.0,0.1553
M1 Poisson+DC,26JUN15KSAURU,Saudi Arabia vs Uruguay,True,draw,BUY,0.307,0.2079,0.099,0.0,-0.2079
M1 Poisson+DC,26JUN15KSAURU,Saudi Arabia vs Uruguay,True,away,SELL,0.5694,0.6733,-0.1039,1.0,-0.3267
M2 NegBin+DC,26JUN15KSAURU,Saudi Arabia vs Uruguay,True,draw,BUY,0.307,0.2079,0.0991,0.0,-0.2079
M2 NegBin+DC,26JUN15KSAURU,Saudi Arabia vs Uruguay,True,away,SELL,0.5691,0.6733,-0.1042,1.0,-0.3267
M3 NegBin+Frank,26JUN15KSAURU,Saudi Arabia vs Uruguay,True,draw,BUY,0.3089,0.2079,0.101,0.0,-0.2079
M3 NegBin+Frank,26JUN15KSAURU,Saudi Arabia vs Uruguay,True,away,SELL,0.5783,0.6733,-0.095,1.0,-0.3267
M5 NegBin+Frank (calib 1X2+O/U),26JUN15KSAURU,Saudi Arabia vs Uruguay,True,home,SELL,0.0796,0.1188,-0.0392,0.0,0.1188
M5 NegBin+Frank (calib 1X2+O/U),26JUN15KSAURU,Saudi Arabia vs Uruguay,True,draw,BUY,0.2348,0.2079,0.0268,0.0,-0.2079
M1 Poisson+DC,26JUN15IRINZL,IR Iran vs New Zealand,True,home,BUY,0.6064,0.534,0.0725,0.0,-0.534
M1 Poisson+DC,26JUN15IRINZL,IR Iran vs New Zealand,True,draw,SELL,0.2513,0.2718,-0.0206,1.0,-0.7282
M1 Poisson+DC,26JUN15IRINZL,IR Iran vs New Zealand,True,away,SELL,0.1423,0.1942,-0.0519,0.0,0.1942
M2 NegBin+DC,26JUN15IRINZL,IR Iran vs New Zealand,True,home,BUY,0.6048,0.534,0.0708,0.0,-0.534
M2 NegBin+DC,26JUN15IRINZL,IR Iran vs New Zealand,True,draw,SELL,0.2515,0.2718,-0.0203,1.0,-0.7282
M2 NegBin+DC,26JUN15IRINZL,IR Iran vs New Zealand,True,away,SELL,0.1437,0.1942,-0.0505,0.0,0.1942
M3 NegBin+Frank,26JUN15IRINZL,IR Iran vs New Zealand,True,home,BUY,0.6102,0.534,0.0763,0.0,-0.534
M3 NegBin+Frank,26JUN15IRINZL,IR Iran vs New Zealand,True,draw,SELL,0.25,0.2718,-0.0219,1.0,-0.7282
M3 NegBin+Frank,26JUN15IRINZL,IR Iran vs New Zealand,True,away,SELL,0.1398,0.1942,-0.0544,0.0,0.1942
M5 NegBin+Frank (calib 1X2+O/U),26JUN15IRINZL,IR Iran vs New Zealand,True,home,BUY,0.6411,0.534,0.1072,0.0,-0.534
M5 NegBin+Frank (calib 1X2+O/U),26JUN15IRINZL,IR Iran vs New Zealand,True,draw,SELL,0.1712,0.2718,-0.1006,1.0,-0.7282
M1 Poisson+DC,26JUN16FRASEN,France vs Senegal,True,home,SELL,0.4869,0.6569,-0.17,1.0,-0.3431
M1 Poisson+DC,26JUN16FRASEN,France vs Senegal,True,draw,BUY,0.2701,0.2157,0.0544,0.0,-0.2157
M1 Poisson+DC,26JUN16FRASEN,France vs Senegal,True,away,BUY,0.243,0.1275,0.1155,0.0,-0.1275
M2 NegBin+DC,26JUN16FRASEN,France vs Senegal,True,home,SELL,0.4862,0.6569,-0.1706,1.0,-0.3431
M2 NegBin+DC,26JUN16FRASEN,France vs Senegal,True,draw,BUY,0.2701,0.2157,0.0544,0.0,-0.2157
M2 NegBin+DC,26JUN16FRASEN,France vs Senegal,True,away,BUY,0.2437,0.1275,0.1162,0.0,-0.1275
M3 NegBin+Frank,26JUN16FRASEN,France vs Senegal,True,home,SELL,0.5029,0.6569,-0.154,1.0,-0.3431
M3 NegBin+Frank,26JUN16FRASEN,France vs Senegal,True,draw,BUY,0.2668,0.2157,0.0511,0.0,-0.2157
M3 NegBin+Frank,26JUN16FRASEN,France vs Senegal,True,away,BUY,0.2303,0.1275,0.1029,0.0,-0.1275
M5 NegBin+Frank (calib 1X2+O/U),26JUN16FRASEN,France vs Senegal,True,home,BUY,0.7943,0.6569,0.1374,1.0,0.3431
M5 NegBin+Frank (calib 1X2+O/U),26JUN16FRASEN,France vs Senegal,True,draw,SELL,0.1168,0.2157,-0.0989,0.0,0.2157
M5 NegBin+Frank (calib 1X2+O/U),26JUN16FRASEN,France vs Senegal,True,away,SELL,0.0889,0.1275,-0.0386,0.0,0.1275
M1 Poisson+DC,26JUN16IRQNOR,Iraq vs Norway,True,home,BUY,0.0615,0.0297,0.0318,0.0,-0.0297
M1 Poisson+DC,26JUN16IRQNOR,Iraq vs Norway,True,draw,BUY,0.1676,0.1089,0.0587,0.0,-0.1089
M1 Poisson+DC,26JUN16IRQNOR,Iraq vs Norway,True,away,SELL,0.7709,0.8614,-0.0905,1.0,-0.1386
M2 NegBin+DC,26JUN16IRQNOR,Iraq vs Norway,True,home,BUY,0.0622,0.0297,0.0325,0.0,-0.0297
M2 NegBin+DC,26JUN16IRQNOR,Iraq vs Norway,True,draw,BUY,0.1689,0.1089,0.06,0.0,-0.1089
M2 NegBin+DC,26JUN16IRQNOR,Iraq vs Norway,True,away,SELL,0.7689,0.8614,-0.0925,1.0,-0.1386
M3 NegBin+Frank,26JUN16IRQNOR,Iraq vs Norway,True,home,BUY,0.0574,0.0297,0.0277,0.0,-0.0297
M3 NegBin+Frank,26JUN16IRQNOR,Iraq vs Norway,True,draw,BUY,0.1613,0.1089,0.0524,0.0,-0.1089
M3 NegBin+Frank,26JUN16IRQNOR,Iraq vs Norway,True,away,SELL,0.7814,0.8614,-0.08,1.0,-0.1386
M5 NegBin+Frank (calib 1X2+O/U),26JUN16IRQNOR,Iraq vs Norway,True,home,SELL,0.0001,0.0297,-0.0296,0.0,0.0297
M5 NegBin+Frank (calib 1X2+O/U),26JUN16IRQNOR,Iraq vs Norway,True,draw,SELL,0.0005,0.1089,-0.1084,0.0,0.1089
M5 NegBin+Frank (calib 1X2+O/U),26JUN16IRQNOR,Iraq vs Norway,True,away,BUY,0.9993,0.8614,0.1379,1.0,0.1386
M1 Poisson+DC,26JUN16ARGDZA,Argentina vs Algeria,True,home,SELL,0.616,0.6566,-0.0405,1.0,-0.3434
M1 Poisson+DC,26JUN16ARGDZA,Argentina vs Algeria,True,draw,BUY,0.2825,0.2222,0.0602,0.0,-0.2222
M2 NegBin+DC,26JUN16ARGDZA,Argentina vs Algeria,True,home,SELL,0.6162,0.6566,-0.0404,1.0,-0.3434
M2 NegBin+DC,26JUN16ARGDZA,Argentina vs Algeria,True,draw,BUY,0.2831,0.2222,0.0608,0.0,-0.2222
M2 NegBin+DC,26JUN16ARGDZA,Argentina vs Algeria,True,away,SELL,0.1008,0.1212,-0.0204,0.0,0.1212
M3 NegBin+Frank,26JUN16ARGDZA,Argentina vs Algeria,True,home,SELL,0.6366,0.6566,-0.02,1.0,-0.3434
M3 NegBin+Frank,26JUN16ARGDZA,Argentina vs Algeria,True,draw,BUY,0.2721,0.2222,0.0498,0.0,-0.2222
M3 NegBin+Frank,26JUN16ARGDZA,Argentina vs Algeria,True,away,SELL,0.0914,0.1212,-0.0298,0.0,0.1212
M5 NegBin+Frank (calib 1X2+O/U),26JUN16ARGDZA,Argentina vs Algeria,True,home,BUY,0.7304,0.6566,0.0739,1.0,0.3434
M5 NegBin+Frank (calib 1X2+O/U),26JUN16ARGDZA,Argentina vs Algeria,True,draw,SELL,0.1762,0.2222,-0.046,0.0,0.2222
M5 NegBin+Frank (calib 1X2+O/U),26JUN16ARGDZA,Argentina vs Algeria,True,away,SELL,0.0933,0.1212,-0.0279,0.0,0.1212
M3 NegBin+Frank,26JUN17AUTJOR,Austria vs Jordan,True,home,BUY,0.7143,0.6931,0.0212,1.0,0.3069
M5 NegBin+Frank (calib 1X2+O/U),26JUN17AUTJOR,Austria vs Jordan,True,home,BUY,0.7793,0.6931,0.0862,1.0,0.3069
M5 NegBin+Frank (calib 1X2+O/U),26JUN17AUTJOR,Austria vs Jordan,True,draw,SELL,0.1459,0.198,-0.0522,0.0,0.198
M5 NegBin+Frank (calib 1X2+O/U),26JUN17AUTJOR,Austria vs Jordan,True,away,SELL,0.0749,0.1089,-0.034,0.0,0.1089
M1 Poisson+DC,26JUN17PORCOD,Portugal vs Congo DR,True,home,SELL,0.4895,0.6373,-0.1478,0.0,0.6373
M1 Poisson+DC,26JUN17PORCOD,Portugal vs Congo DR,True,draw,BUY,0.3492,0.2843,0.0649,1.0,0.7157
M1 Poisson+DC,26JUN17PORCOD,Portugal vs Congo DR,True,away,BUY,0.1614,0.0784,0.0829,0.0,-0.0784
M2 NegBin+DC,26JUN17PORCOD,Portugal vs Congo DR,True,home,SELL,0.4875,0.6373,-0.1498,0.0,0.6373
M2 NegBin+DC,26JUN17PORCOD,Portugal vs Congo DR,True,draw,BUY,0.3503,0.2843,0.066,1.0,0.7157
M2 NegBin+DC,26JUN17PORCOD,Portugal vs Congo DR,True,away,BUY,0.1622,0.0784,0.0838,0.0,-0.0784
M3 NegBin+Frank,26JUN17PORCOD,Portugal vs Congo DR,True,home,SELL,0.4933,0.6373,-0.1439,0.0,0.6373
M3 NegBin+Frank,26JUN17PORCOD,Portugal vs Congo DR,True,draw,BUY,0.3542,0.2843,0.0699,1.0,0.7157
M3 NegBin+Frank,26JUN17PORCOD,Portugal vs Congo DR,True,away,BUY,0.1525,0.0784,0.074,0.0,-0.0784
M5 NegBin+Frank (calib 1X2+O/U),26JUN17PORCOD,Portugal vs Congo DR,True,home,BUY,0.6852,0.6373,0.0479,0.0,-0.6373
M5 NegBin+Frank (calib 1X2+O/U),26JUN17PORCOD,Portugal vs Congo DR,True,draw,SELL,0.2485,0.2843,-0.0358,1.0,-0.7157
M1 Poisson+DC,26JUN17ENGCRO,England vs Croatia,True,home,SELL,0.4823,0.5631,-0.0808,1.0,-0.4369
M1 Poisson+DC,26JUN17ENGCRO,England vs Croatia,True,draw,BUY,0.3148,0.2524,0.0624,0.0,-0.2524
M2 NegBin+DC,26JUN17ENGCRO,England vs Croatia,True,home,SELL,0.4821,0.5631,-0.081,1.0,-0.4369
M2 NegBin+DC,26JUN17ENGCRO,England vs Croatia,True,draw,BUY,0.3152,0.2524,0.0628,0.0,-0.2524
M3 NegBin+Frank,26JUN17ENGCRO,England vs Croatia,True,home,SELL,0.4947,0.5631,-0.0684,1.0,-0.4369
M3 NegBin+Frank,26JUN17ENGCRO,England vs Croatia,True,draw,BUY,0.3132,0.2524,0.0608,0.0,-0.2524
M5 NegBin+Frank (calib 1X2+O/U),26JUN17ENGCRO,England vs Croatia,True,home,SELL,0.4947,0.5631,-0.0684,1.0,-0.4369
M5 NegBin+Frank (calib 1X2+O/U),26JUN17ENGCRO,England vs Croatia,True,draw,BUY,0.3132,0.2524,0.0608,0.0,-0.2524
M5 NegBin+Frank (calib 1X2+O/U),26JUN17GHAPAN,Ghana vs Panama,True,home,SELL,0.3177,0.402,-0.0842,1.0,-0.598
M5 NegBin+Frank (calib 1X2+O/U),26JUN17GHAPAN,Ghana vs Panama,True,draw,BUY,0.4714,0.3039,0.1674,0.0,-0.3039
M5 NegBin+Frank (calib 1X2+O/U),26JUN17GHAPAN,Ghana vs Panama,True,away,SELL,0.2109,0.2941,-0.0832,0.0,0.2941
M1 Poisson+DC,26JUN17UZBCOL,Uzbekistan vs Colombia,True,draw,BUY,0.219,0.1961,0.0229,0.0,-0.1961
M1 Poisson+DC,26JUN17UZBCOL,Uzbekistan vs Colombia,True,away,SELL,0.6764,0.7059,-0.0294,1.0,-0.2941
M2 NegBin+DC,26JUN17UZBCOL,Uzbekistan vs Colombia,True,draw,BUY,0.2194,0.1961,0.0233,0.0,-0.1961
M2 NegBin+DC,26JUN17UZBCOL,Uzbekistan vs Colombia,True,away,SELL,0.6755,0.7059,-0.0304,1.0,-0.2941
M3 NegBin+Frank,26JUN17UZBCOL,Uzbekistan vs Colombia,True,draw,BUY,0.2167,0.1961,0.0206,0.0,-0.1961
M3 NegBin+Frank,26JUN17UZBCOL,Uzbekistan vs Colombia,True,away,SELL,0.6844,0.7059,-0.0215,1.0,-0.2941
M5 NegBin+Frank (calib 1X2+O/U),26JUN17UZBCOL,Uzbekistan vs Colombia,True,home,SELL,0.0537,0.098,-0.0443,0.0,0.098
M5 NegBin+Frank (calib 1X2+O/U),26JUN17UZBCOL,Uzbekistan vs Colombia,True,draw,SELL,0.0897,0.1961,-0.1064,0.0,0.1961
M5 NegBin+Frank (calib 1X2+O/U),26JUN17UZBCOL,Uzbekistan vs Colombia,True,away,BUY,0.8566,0.7059,0.1507,1.0,0.2941
M1 Poisson+DC,26JUN18CZERSA,Czechia vs South Africa,True,home,SELL,0.4979,0.7255,-0.2276,0.0,0.7255
M1 Poisson+DC,26JUN18CZERSA,Czechia vs South Africa,True,draw,BUY,0.2804,0.2059,0.0745,1.0,0.7941
M1 Poisson+DC,26JUN18CZERSA,Czechia vs South Africa,True,away,BUY,0.2218,0.0686,0.1532,0.0,-0.0686
M2 NegBin+DC,26JUN18CZERSA,Czechia vs South Africa,True,home,SELL,0.4972,0.7255,-0.2282,0.0,0.7255
M2 NegBin+DC,26JUN18CZERSA,Czechia vs South Africa,True,draw,BUY,0.2801,0.2059,0.0742,1.0,0.7941
M2 NegBin+DC,26JUN18CZERSA,Czechia vs South Africa,True,away,BUY,0.2227,0.0686,0.1541,0.0,-0.0686
M3 NegBin+Frank,26JUN18CZERSA,Czechia vs South Africa,True,home,SELL,0.5036,0.7255,-0.2219,0.0,0.7255
M3 NegBin+Frank,26JUN18CZERSA,Czechia vs South Africa,True,draw,BUY,0.2867,0.2059,0.0808,1.0,0.7941
M3 NegBin+Frank,26JUN18CZERSA,Czechia vs South Africa,True,away,BUY,0.2097,0.0686,0.1411,0.0,-0.0686
M5 NegBin+Frank (calib 1X2+O/U),26JUN18CZERSA,Czechia vs South Africa,True,home,BUY,0.749,0.7255,0.0235,0.0,-0.7255
M5 NegBin+Frank (calib 1X2+O/U),26JUN18CZERSA,Czechia vs South Africa,True,away,SELL,0.039,0.0686,-0.0296,0.0,0.0686
M1 Poisson+DC,26JUN18SUIBIH,Switzerland vs Bosnia and Herzegovina,True,home,BUY,0.6459,0.5243,0.1216,1.0,0.4757
